target		A:N	error	MCC	ACC	BACC	Sensitivity	Specificity	PPV	NPV	F1	AUC A	AUC N
Q07912_WT	Fold 4	11:68		0.2987502354340977	0.8607594936708861	0.6143048128342246	0.9558823529411765	0.2727272727272727	0.8904109589041096	0.5	0.9219858156028369	0.3114973262032086	0.6885026737967914
Q07912_WT	Fold 5	10:68		0.4649478149085501	0.8974358974358975	0.6852941176470588	0.9705882352941176	0.4	0.9166666666666666	0.6666666666666666	0.9428571428571428	0.12058823529411763	0.8794117647058823
Q07912_WT	Mean	-		0.4948616842641935	0.9010061668289516	0.6910051925908703	0.9765558397271953	0.40545454545454546	0.9150623225965692	0.7266666666666667	0.9447985996622495	0.16579400139502443	0.8342059986049755
Q07912_WT	SD	-		0.09987777856412258	0.019913717341641695	0.03964966462294391	0.010798288611162327	0.06955189116579284	0.012268519294102111	0.11769389046102545	0.011267771812210066	0.06840443520772498	0.06840443520772499
Q07912_WT	Test set	127:264		0.15155112463676598	0.6879795396419437	0.5380726556907659	0.9659090909090909	0.11023622047244094	0.6929347826086957	0.6086956521739131	0.8069620253164557	0.35294380816034354	0.6470561918396565
Q07002_WT		1:0	Only one activity class in traing set for temporal split at 2013										
Q06418_WT	Fold 1	15:159		0.48301038085739845	0.9310344827586207	0.6905660377358491	0.9811320754716981	0.4	0.9454545454545454	0.6666666666666666	0.9629629629629629	0.10733752620545073	0.8926624737945492
Q06418_WT	Fold 2	14:159		0.4548709079413305	0.9364161849710982	0.6397124887690926	0.9937106918238994	0.2857142857142857	0.9404761904761905	0.8	0.9663608562691132	0.21293800539083563	0.7870619946091645
Q06418_WT	Fold 3	15:158		0.5029139341794086	0.9364161849710982	0.6635021097046413	0.9936708860759493	0.3333333333333333	0.9401197604790419	0.8333333333333334	0.9661538461538461	0.11265822784810126	0.8873417721518987
Q06418_WT	Fold 4	15:158		0.5753007226864584	0.9421965317919075	0.7270042194092827	0.9873417721518988	0.4666666666666667	0.9512195121951219	0.7777777777777778	0.968944099378882	0.1881856540084388	0.8118143459915612
Q06418_WT	Fold 5	15:158		0.3406199000399276	0.9075144508670521	0.6476793248945147	0.9620253164556962	0.3333333333333333	0.9382716049382716	0.45454545454545453	0.95	0.2451476793248945	0.7548523206751054
Q06418_WT	Mean	-		0.4713431691409046	0.9307155670719552	0.6736928361026762	0.9835761483958283	0.3638095238095238	0.9431083227086342	0.7064646464646465	0.9628843529529607	0.1732534185555442	0.8267465814444558
Q06418_WT	SD	-		0.06988075372495162	0.011069478609623479	0.02904601578594835	0.01071762155959738	0.05751203495597268	0.004292427812215693	0.12581550462196056	0.00613064594740313	0.04997216695431618	0.04997216695431615
Q06418_WT	Test set	102:143		0.09522544996782202	0.5959183673469388	0.5245440833676128	0.951048951048951	0.09803921568627451	0.5964912280701754	0.5882352941176471	0.7331536388140162	0.3344988344988345	0.6655011655011654
Q06187_WT	Fold 1	23:150		0.6053594792058615	0.9190751445086706	0.7508695652173913	0.98	0.5217391304347826	0.930379746835443	0.8	0.9545454545454545	0.1382608695652174	0.8617391304347826
Q06187_WT	Fold 2	24:149		0.6488719938501737	0.9248554913294798	0.7641219239373602	0.9865771812080537	0.5416666666666666	0.930379746835443	0.8666666666666667	0.9576547231270359	0.09172259507829979	0.9082774049217002
Q06187_WT	Fold 3	23:149		0.6656394006732487	0.9302325581395349	0.7758972862562008	0.9865771812080537	0.5652173913043478	0.9363057324840764	0.8666666666666667	0.9607843137254902	0.07995331193463671	0.9200466880653634
Q06187_WT	Fold 4	23:149		0.638700901539366	0.9244186046511628	0.7725415815582142	0.9798657718120806	0.5652173913043478	0.9358974358974359	0.8125	0.957377049180328	0.10446454625036475	0.8955354537496353
Q06187_WT	Fold 5	23:149		0.7585615783891233	0.9476744186046512	0.8411146775605486	0.9865771812080537	0.6956521739130435	0.9545454545454546	0.8888888888888888	0.9702970297029703	0.022176831047563468	0.9778231689524366
Q06187_WT	Mean	-		0.6634266707315547	0.9292512434466997	0.780909006905943	0.9839194630872484	0.5778985507246376	0.9375016233195705	0.8469444444444445	0.9601317140562557	0.08731563077521644	0.9126843692247837
Q06187_WT	SD	-		0.04699387875343856	0.009005612929609186	0.028589124218094078	0.0029716718267569367	0.055758660451636737	0.008123402451585085	0.03143105983949227	0.004978110191792151	0.03465590608728015	0.03465590608728018
Q06187_WT	Test set	927:203		0.08578662942343694	0.41327433628318583	0.5519818685202013	0.7684729064039408	0.3354908306364617	0.20207253886010362	0.8687150837988827	0.32	0.3393647605231134	0.6606352394768866
Q05655_WT	Fold 1	35:171		0.6503570656715043	0.9077669902912622	0.7967418546365914	0.9649122807017544	0.6285714285714286	0.9269662921348315	0.7857142857142857	0.9455587392550143	0.06265664160401004	0.9373433583959899
Q05655_WT	Fold 2	34:171		0.736480833050178	0.9317073170731708	0.8294633642930856	0.9824561403508771	0.6764705882352942	0.9385474860335196	0.8846153846153846	0.9600000000000001	0.13691090471276232	0.8630890952872378
Q05655_WT	Fold 3	35:170		0.6478661723074584	0.9024390243902439	0.8163865546218487	0.9470588235294117	0.6857142857142857	0.936046511627907	0.7272727272727273	0.9415204678362572	0.053277310924369756	0.9467226890756302
Q05655_WT	Fold 4	35:170		0.6978241525413226	0.9170731707317074	0.8365546218487395	0.9588235294117647	0.7142857142857143	0.9421965317919075	0.78125	0.9504373177842566	0.11596638655462188	0.8840336134453781
Q05655_WT	Fold 5	35:170		0.6714101592225281	0.9121951219512195	0.8109243697478992	0.9647058823529412	0.6571428571428571	0.9318181818181818	0.7931034482758621	0.9479768786127167	0.0976470588235294	0.9023529411764706
Q05655_WT	Mean	-		0.6807876765585983	0.9142363248875208	0.818014153029633	0.9635913312693498	0.6724369747899159	0.9351150006812695	0.7943911691756519	0.949098680697649	0.09329166052385869	0.9067083394761413
Q05655_WT	SD	-		0.030248290713177414	0.009114808106073728	0.012781876525436359	0.010447678369919357	0.026146925248948637	0.004831635623658822	0.04635898178744609	0.0056546389110926475	0.028796422568957394	0.028796422568957352
Q05655_WT	Test set	71:30		0.3934664692034626	0.6336633663366337	0.7105633802816902	0.9	0.5211267605633803	0.4426229508196721	0.925	0.5934065934065934	0.16009389671361504	0.8399061032863849
Q05513_WT	Fold 1	5:165		0.6267831705280087	0.9823529411764705	0.7	1.0	0.4	0.9821428571428571	1.0	0.9909909909909909	0.12727272727272726	0.8727272727272727
Q05513_WT	Fold 2	4:165		0.5686315610810878	0.9822485207100592	0.746969696969697	0.9939393939393939	0.5	0.9879518072289156	0.6666666666666666	0.9909365558912386	0.07575757575757576	0.9242424242424242
Q05513_WT	Fold 3	4:165		0.49551560448255744	0.9822485207100592	0.625	1.0	0.25	0.9821428571428571	1.0	0.9909909909909909	0.00909090909090909	0.990909090909091
Q05513_WT	Fold 4	5:164		0.20253839981557123	0.9585798816568047	0.5908536585365853	0.9817073170731707	0.2	0.9757575757575757	0.25	0.9787234042553191	0.0573170731707317	0.9426829268292684
Q05513_WT	Fold 5	5:164		0.7699162839798555	0.9881656804733728	0.8	1.0	0.6	0.9879518072289156	1.0	0.993939393939394	0.01707317073170732	0.9829268292682927
Q05513_WT	Mean	-		0.532677003977416	0.9787191089453533	0.6925646711012565	0.9951293422025129	0.38999999999999996	0.9831893809002242	0.7833333333333333	0.9891162672135867	0.057302291204730224	0.9426977087952698
Q05513_WT	SD	-		0.17166034501586394	0.00942465225624977	0.07008049622768453	0.006490206180369756	0.13662601021279464	0.004138912109483815	0.27045914321417963	0.004858270975625726	0.039113465646621284	0.03911346564662132
Q05513_WT	Test set	12:65		0.26696803146549475	0.8571428571428571	0.5416666666666666	1.0	0.08333333333333333	0.8552631578947368	1.0	0.9219858156028369	0.24615384615384614	0.7538461538461538
Q05397_WT	Fold 1	25:169		0.546740471551938	0.9123711340206185	0.7111242603550296	0.9822485207100592	0.44	0.9222222222222223	0.7857142857142857	0.9512893982808024	0.11479289940828402	0.8852071005917159
Q05397_WT	Fold 2	25:169		0.2918555901812366	0.865979381443299	0.6163313609467456	0.9526627218934911	0.28	0.8994413407821229	0.4666666666666667	0.925287356321839	0.1642603550295858	0.8357396449704143
Q05397_WT	Fold 3	25:169		0.6037534948192418	0.9226804123711341	0.7170414201183432	0.9940828402366864	0.44	0.9230769230769231	0.9166666666666666	0.9572649572649573	0.0804733727810651	0.919526627218935
Q05397_WT	Fold 4	25:169		0.4998799802764706	0.9020618556701031	0.705207100591716	0.9704142011834319	0.44	0.9213483146067416	0.6875	0.9452449567723343	0.1514792899408284	0.8485207100591716
Q05397_WT	Fold 5	25:168		0.6580366612390778	0.927461139896373	0.8051190476190476	0.9702380952380952	0.64	0.9476744186046512	0.7619047619047619	0.9588235294117647	0.09785714285714284	0.902142857142857
Q05397_WT	Mean	-		0.520053239613593	0.9061107846803056	0.7109646379261764	0.9739292758523528	0.44799999999999995	0.9227526438585322	0.7236904761904761	0.9475820396103396	0.12177261200338123	0.8782273879966187
Q05397_WT	SD	-		0.11491916964562054	0.019985434510448548	0.05460557354606342	0.012607027629701147	0.10430723848324237	0.013945550977448472	0.13535021481341575	0.011078427646401772	0.028907865810412627	0.028907865810412593
Q05397_WT	Test set	402:540		0.05168743916549639	0.5435244161358811	0.5252487562189054	0.65	0.40049751243781095	0.5929054054054054	0.46	0.6201413427561837	0.39246821448313984	0.60753178551686
Q04912_WT	Fold 1	10:68		0.4230217115244236	0.8974358974358975	0.6	1.0	0.2	0.8947368421052632	1.0	0.9444444444444444	0.18382352941176472	0.8161764705882353
Q04912_WT	Fold 2	10:68		0.6062735088782681	0.9230769230769231	0.7	1.0	0.4	0.918918918918919	1.0	0.9577464788732395	0.26323529411764707	0.736764705882353
Q04912_WT	Fold 3	10:68		0.4649478149085501	0.8974358974358975	0.6852941176470588	0.9705882352941176	0.4	0.9166666666666666	0.6666666666666666	0.9428571428571428	0.2941176470588235	0.7058823529411764
Q04912_WT	Fold 4	11:67		0.4067934968298272	0.8846153846153846	0.6289009497964722	0.9850746268656716	0.2727272727272727	0.8918918918918919	0.75	0.9361702127659575	0.2333785617367707	0.7666214382632293
Q04912_WT	Fold 5	10:67		0.4153761108114377	0.8831168831168831	0.6776119402985075	0.9552238805970149	0.4	0.9142857142857143	0.5714285714285714	0.9343065693430657	0.1671641791044776	0.8328358208955224
Q04912_WT	Mean	-		0.4632825285905014	0.8971361971361972	0.6583614015484077	0.9821773485513609	0.3345454545454546	0.9073000067736909	0.7976190476190477	0.9431049696567699	0.22834384228589671	0.7716561577141032
Q04912_WT	SD	-		0.06776941614362438	0.013079327293000759	0.034408571431537194	0.015835008745419633	0.07613240604820463	0.010541795048990275	0.1594230906873069	0.0075468768836326645	0.04338579769653111	0.043385797696531135
Q04912_WT	Test set	33:44		0.41740708563237894	0.7142857142857143	0.6818181818181818	0.9090909090909091	0.45454545454545453	0.6896551724137931	0.7894736842105263	0.7843137254901961	0.15151515151515152	0.8484848484848485
Q04771_WT	Fold 1	9:72		0.31622776601683794	0.9012345679012346	0.5555555555555556	1.0	0.1111111111111111	0.9	1.0	0.9473684210526316	0.3641975308641975	0.6358024691358025
Q04771_WT	Fold 2	9:71		0.3160053053730427	0.9	0.5555555555555556	1.0	0.1111111111111111	0.8987341772151899	1.0	0.9466666666666668	0.25039123630672927	0.7496087636932707
Q04771_WT	Fold 3	9:71		0.09983100785484385	0.8625	0.5344287949921752	0.9577464788732394	0.1111111111111111	0.8947368421052632	0.25	0.9251700680272109	0.29577464788732394	0.704225352112676
Q04771_WT	Fold 4	9:71		0.13794928396152661	0.875	0.5414710485133021	0.971830985915493	0.1111111111111111	0.8961038961038961	0.3333333333333333	0.9324324324324325	0.352112676056338	0.647887323943662
Q04771_WT	Fold 5	9:71		0.1963717277595324	0.8875	0.5485133020344288	0.9859154929577465	0.1111111111111111	0.8974358974358975	0.5	0.9395973154362417	0.37715179968701096	0.622848200312989
Q04771_WT	Mean	-		0.21327701819315675	0.8852469135802469	0.5471048513302035	0.9830985915492958	0.11111111111111112	0.8974021625720493	0.6166666666666667	0.9382469807230367	0.3279255781603199	0.6720744218396801
Q04771_WT	SD	-		0.08163129619940016	0.013544718302467833	0.007497051372146177	0.014994102744292323	1.2668629051016912e-17	0.0016987048677174403	0.2950204010522612	0.007753814183907896	0.04352996597645362	0.043529965976453595
Q04771_WT	Test set	70:33		-0.05416516237447216	0.32038834951456313	0.491991341991342	0.9696969696969697	0.014285714285714285	0.31683168316831684	0.5	0.47761194029850745	0.4536796536796537	0.5463203463203463
Q04759_WT	Fold 1	30:84		0.7916158915529475	0.9210526315789473	0.8821428571428571	0.9642857142857143	0.8	0.9310344827586207	0.8888888888888888	0.9473684210526316	0.04246031746031745	0.9575396825396825
Q04759_WT	Fold 2	30:84		0.6668366290027756	0.8771929824561403	0.7988095238095239	0.9642857142857143	0.6333333333333333	0.8804347826086957	0.8636363636363636	0.9204545454545455	0.057142857142857134	0.9428571428571428
Q04759_WT	Fold 3	30:84		0.7718449849879597	0.9122807017543859	0.8333333333333333	1.0	0.6666666666666666	0.8936170212765957	1.0	0.9438202247191011	0.07777777777777777	0.9222222222222223
Q04759_WT	Fold 4	30:84		0.7447601222709974	0.9035087719298246	0.8595238095238096	0.9523809523809523	0.7666666666666667	0.9195402298850575	0.8518518518518519	0.935672514619883	0.07142857142857142	0.9285714285714286
Q04759_WT	Fold 5	31:83		0.6588639015218535	0.868421052631579	0.8186941313641664	0.927710843373494	0.7096774193548387	0.8953488372093024	0.7857142857142857	0.9112426035502958	0.11154294597745823	0.8884570540225418
Q04759_WT	Mean	-		0.7267843058673068	0.8964912280701753	0.838500731034738	0.9617326448651751	0.715268817204301	0.9039950707476543	0.878018278018278	0.9317116618792914	0.0720704939573964	0.9279295060426037
Q04759_WT	SD	-		0.04960449335932572	0.01853902629724836	0.026897956306828404	0.02130087605790671	0.056166372726151166	0.01688357296763236	0.06378251980126631	0.012603866968556062	0.021176466949070445	0.021176466949070404
Q04759_WT	Test set	126:46		0.034755411078606836	0.3372093023255814	0.5131124913733609	0.8913043478260869	0.1349206349206349	0.2733333333333333	0.7727272727272727	0.4183673469387755	0.32039337474120083	0.6796066252587991
Q02779_WT		3:4	Not enough data in minority class of the training set for all 5 folds										
Q02779_WT	Fold 1	2:20		0.0	0.9090909090909091	0.5	1.0	0.0	0.9090909090909091	0.0	0.9523809523809523	0.55	0.45
Q02779_WT	Fold 2	2:20		-0.1	0.8181818181818182	0.45	0.9	0.0	0.9	0.0	0.9	0.75	0.25
Q02779_WT	Fold 3	3:19		0.0	0.8636363636363636	0.5	1.0	0.0	0.8636363636363636	0.0	0.9268292682926829	0.2105263157894737	0.7894736842105263
Q02779_WT	Fold 4	2:19		-0.07254762501100116	0.8571428571428571	0.47368421052631576	0.9473684210526315	0.0	0.9	0.0	0.9230769230769231	0.21052631578947367	0.7894736842105263
Q02779_WT	Fold 5	2:19		0.0	0.9047619047619048	0.5	1.0	0.0	0.9047619047619048	0.0	0.9500000000000001	0.5526315789473684	0.4473684210526315
Q02779_WT	Mean	-		-0.03450952500220024	0.8705627705627705	0.48473684210526313	0.9694736842105263	0.0	0.8954978354978355	0.0	0.9304574287501117	0.45473684210526316	0.5452631578947368
Q02779_WT	SD	-		0.03938828361190129	0.030620885029277994	0.018383420206918927	0.036766840413837855	0.0	0.014867677405615232	0.0	0.01759660648067282	0.19369922710666	0.19369922710666002
Q02779_WT	Test set	3:4		0.0	0.5714285714285714	0.5	1.0	0.0	0.5714285714285714	0.0	0.7272727272727273	0.41666666666666663	0.5833333333333334
Q02763_WT	Fold 1	54:38		0.7296254242366017	0.8695652173913043	0.861598440545809	0.8157894736842105	0.9074074074074074	0.8611111111111112	0.875	0.8378378378378377	0.097953216374269	0.902046783625731
Q02763_WT	Fold 2	55:37		0.6345095572623252	0.8260869565217391	0.8103194103194102	0.7297297297297297	0.8909090909090909	0.8181818181818182	0.8305084745762712	0.7714285714285715	0.07272727272727275	0.9272727272727272
Q02763_WT	Fold 3	55:37		0.681423144772937	0.8478260869565217	0.8373464373464373	0.7837837837837838	0.8909090909090909	0.8285714285714286	0.8596491228070176	0.8055555555555555	0.11842751842751843	0.8815724815724816
Q02763_WT	Fold 4	54:37		0.639362013091006	0.8241758241758241	0.8220720720720721	0.8108108108108109	0.8333333333333334	0.7692307692307693	0.8653846153846154	0.7894736842105263	0.07907907907907907	0.9209209209209209
Q02763_WT	Fold 5	54:37		0.6154907219681129	0.8131868131868132	0.7830330330330331	0.6216216216216216	0.9444444444444444	0.8846153846153846	0.7846153846153846	0.7301587301587302	0.1106106106106106	0.8893893893893894
Q02763_WT	Mean	-		0.6600821722661966	0.8361681796464404	0.8228738786633525	0.7523470839260312	0.8934006734006734	0.8323421023421023	0.8430315194766578	0.7868908758382442	0.09575953944374997	0.9042404605562501
Q02763_WT	SD	-		0.03733493019550778	0.01837053703968043	0.023995128663860613	0.0658684313397749	0.03271634777216255	0.035958132831688285	0.02990836240305377	0.03268091521587879	0.016061999006783685	0.016061999006783685
Q02763_WT	Test set	74:50		0.4410810810810811	0.6935483870967742	0.7205405405405405	0.86	0.581081081081081	0.581081081081081	0.86	0.6935483870967741	0.16	0.8400000000000001
Q02750_WT	Fold 1	34:92		0.7096594451798639	0.8888888888888888	0.8404731457800512	0.9456521739130435	0.7352941176470589	0.90625	0.8333333333333334	0.9255319148936171	0.125	0.8749999999999999
Q02750_WT	Fold 2	34:92		0.7502435361512414	0.9047619047619048	0.8513427109974425	0.967391304347826	0.7352941176470589	0.9081632653061225	0.8928571428571429	0.9368421052631578	0.14514066496163686	0.8548593350383631
Q02750_WT	Fold 3	34:92		0.5782131711738867	0.8412698412698413	0.7707800511508951	0.9239130434782609	0.6176470588235294	0.8673469387755102	0.75	0.8947368421052632	0.17551150895140666	0.8244884910485932
Q02750_WT	Fold 4	33:92		0.7117918313570487	0.888	0.8558959156785244	0.9239130434782609	0.7878787878787878	0.9239130434782609	0.7878787878787878	0.9239130434782609	0.08201581027667981	0.9179841897233202
Q02750_WT	Fold 5	34:91		0.7729834794080221	0.912	0.8750808015513898	0.9560439560439561	0.7941176470588235	0.925531914893617	0.8709677419354839	0.9405405405405406	0.032967032967032975	0.967032967032967
Q02750_WT	Mean	-		0.7045782926540126	0.886984126984127	0.8387145250316607	0.9433827042522693	0.7340463458110517	0.906241032490702	0.8270074012009496	0.9243128892561678	0.11212700343135126	0.8878729965686487
Q02750_WT	SD	-		0.06165844253737717	0.02249555259648705	0.032648029092246386	0.01581142018358861	0.05781925995849732	0.019152387586436503	0.04790599418177672	0.014700943196387227	0.04554520886881574	0.04554520886881579
